Date,Close,Ticker,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close
,KNIN.SW,,LOGN.SW,SLHN.SW,GEBN.SW,SOON.SW,SREN.SW,PGHN.SW,SCMN.SW,HOLN.SW,GIVN.SW,ALC.SW,SIKA.SW,LONN.SW,ABBN.SW,UBSG.SW,ZURN.SW,CFR.SW,NOVN.SW,ROG.SW,NESN.SW
2020-02-07,134.29702758789062,KNIN.SW,,,,,,,,,,,,,,,,,,,
2020-02-10,134.12818908691406,KNIN.SW,,,,,,,,,,,,,,,,,,,
2020-02-11,135.6475830078125,KNIN.SW,,,,,,,,,,,,,,,,,,,
2020-02-12,135.30995178222656,KNIN.SW,,,,,,,,,,,,,,,,,,,
2020-02-13,133.3684844970703,KNIN.SW,,,,,,,,,,,,,,,,,,,
2020-02-14,134.08599853515625,KNIN.SW,,,,,,,,,,,,,,,,,,,
2020-02-17,133.2418975830078,KNIN.SW,,,,,,,,,,,,,,,,,,,
2020-02-18,131.97572326660156,KNIN.SW,,,,,,,,,,,,,,,,,,,
2020-02-19,133.95936584472656,KNIN.SW,,,,,,,,,,,,,,,,,,,
2020-02-20,134.08599853515625,KNIN.SW,,,,,,,,,,,,,,,,,,,
2020-02-21,131.1316375732422,KNIN.SW,,,,,,,,,,,,,,,,,,,
2020-02-24,126.27801513671875,KNIN.SW,,,,,,,,,,,,,,,,,,,
2020-02-25,125.47611999511719,KNIN.SW,,,,,,,,,,,,,,,,,,,
2020-02-26,126.15140533447266,KNIN.SW,,,,,,,,,,,,,,,,,,,
2020-02-27,120.24267578125,KNIN.SW,,,,,,,,,,,,,,,,,,,
2020-02-28,118.63888549804688,KNIN.SW,,,,,,,,,,,,,,,,,,,
2020-03-02,121.67765808105469,KNIN.SW,,,,,,,,,,,,,,,,,,,
2020-03-03,123.53470611572266,KNIN.SW,,,,,,,,,,,,,,,,,,,
2020-03-04,122.39514923095703,KNIN.SW,,,,,,,,,,,,,,,,,,,
2020-03-05,121.17120361328125,KNIN.SW,,,,,,,,,,,,,,,,,,,
2020-03-06,118.55445861816406,KNIN.SW,,,,,,,,,,,,,,,,,,,
2020-03-09,112.39249420166016,KNIN.SW,,,,,,,,,,,,,,,,,,,
2020-03-10,113.4476318359375,KNIN.SW,,,,,,,,,,,,,,,,,,,
2020-03-11,113.70086669921875,KNIN.SW,,,,,,,,,,,,,,,,,,,
2020-03-12,107.91875457763672,KNIN.SW,,,,,,,,,,,,,,,,,,,
2020-03-13,108.93167877197266,KNIN.SW,,,,,,,,,,,,,,,,,,,
2020-03-16,107.45449829101562,KNIN.SW,,,,,,,,,,,,,,,,,,,
2020-03-17,112.2658920288086,KNIN.SW,,,,,,,,,,,,,,,,,,,
2020-03-18,106.52597045898438,KNIN.SW,,,,,,,,,,,,,,,,,,,
2020-03-19,108.04537200927734,KNIN.SW,,,,,,,,,,,,,,,,,,,
2020-03-20,107.37008666992188,KNIN.SW,,,,,,,,,,,,,,,,,,,
2020-03-23,101.71458435058594,KNIN.SW,,,,,,,,,,,,,,,,,,,
2020-03-24,111.8016357421875,KNIN.SW,,,,,,,,,,,,,,,,,,,
2020-03-25,112.60352325439453,KNIN.SW,,,,,,,,,,,,,,,,,,,
2020-03-26,115.00923156738281,KNIN.SW,,,,,,,,,,,,,,,,,,,
2020-03-27,111.1685562133789,KNIN.SW,,,,,,,,,,,,,,,,,,,
2020-03-30,111.37957000732422,KNIN.SW,,,,,,,,,,,,,,,,,,,
2020-03-31,112.13927459716797,KNIN.SW,,,,,,,,,,,,,,,,,,,
2020-04-01,118.04801177978516,KNIN.SW,,,,,,,,,,,,,,,,,,,
2020-04-02,114.71378326416016,KNIN.SW,,,,,,,,,,,,,,,,,,,
2020-04-03,113.1521987915039,KNIN.SW,,,,,,,,,,,,,,,,,,,
2020-04-06,116.86624908447266,KNIN.SW,,,,,,,,,,,,,,,,,,,
2020-04-07,120.07386779785156,KNIN.SW,,,,,,,,,,,,,,,,,,,
2020-04-08,122.05751037597656,KNIN.SW,,,,,,,,,,,,,,,,,,,
2020-04-09,117.49934387207031,KNIN.SW,,,,,,,,,,,,,,,,,,,
2020-04-14,117.58374786376953,KNIN.SW,,,,,,,,,,,,,,,,,,,
2020-04-15,117.54154205322266,KNIN.SW,,,,,,,,,,,,,,,,,,,
2020-04-16,118.1324234008789,KNIN.SW,,,,,,,,,,,,,,,,,,,
2020-04-17,118.84989929199219,KNIN.SW,,,,,,,,,,,,,,,,,,,
2020-04-20,119.31416320800781,KNIN.SW,,,,,,,,,,,,,,,,,,,
2020-04-21,116.40199279785156,KNIN.SW,,,,,,,,,,,,,,,,,,,
2020-04-22,118.72327423095703,KNIN.SW,,,,,,,,,,,,,,,,,,,
2020-04-23,118.68108367919922,KNIN.SW,,,,,,,,,,,,,,,,,,,
2020-04-24,118.25904846191406,KNIN.SW,,,,,,,,,,,,,,,,,,,
2020-04-27,115.17804718017578,KNIN.SW,,,,,,,,,,,,,,,,,,,
2020-04-28,114.29173278808594,KNIN.SW,,,,,,,,,,,,,,,,,,,
2020-04-29,117.33051300048828,KNIN.SW,,,,,,,,,,,,,,,,,,,
2020-04-30,116.52861022949219,KNIN.SW,,,,,,,,,,,,,,,,,,,
2020-05-04,111.12635040283203,KNIN.SW,,,,,,,,,,,,,,,,,,,
2020-05-05,111.84384155273438,KNIN.SW,,,,,,,,,,,,,,,,,,,
